fid;Norm Integrate;Norm Integrate;Norm Public Green;Norm Public Area;Norm public amenities;PM10_normnew;PM25_normnew;NO2_normnew;SO2_normnew;BAP_normnew;BZN_normnew;Treec_norm;Buildings_clipped_intersected_NEW_pc;n_weighed_uniq_bio_hab;Normalized_eco_corr_overlap_area;N_round_m_floodpplain biotope value;Floodplain_restoration_rounded;Percentage_habitat_n;n_w_length;majority_value;Imper_norm;LST_norm;Floodplain Norm;NDVI_norm
438;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2740
439;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1740
440;0,0989;0,0989;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,8490;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0960;0,8200;0,0000;0,2930
441;0,0632;0,0632;0,0000;0,1690;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9540;0,8200;0,0000;0,7560
442;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2030
443;0,0009;0,0009;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3750;0,8200;0,0000;0,4940
444;0,0524;0,0524;0,0000;0,1690;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8650;0,8200;0,0000;0,6990
445;0,1389;0,1389;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0640;0,8200;0,0000;0,2940
446;0,2743;0,2743;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8010;0,8200;0,0000;0,5500
447;0,1695;0,1695;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7500;0,8200;0,0000;0,5460
448;0,2546;0,2546;0,0000;0,0260;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,5420;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2650
449;0,1032;0,1032;0,0000;0,0260;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0640;0,8200;0,0000;0,2040
450;0,2644;0,2644;0,0000;0,0260;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9290;0,8200;0,0000;0,5870
451;0,1503;0,1503;0,0000;0,0160;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8200;0,0000;0,5920
452;0,3883;0,3883;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1280;0,8740;0,0000;0,2660
453;0,2926;0,2926;0,0000;0,2220;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0310;0,8840;0,0000;0,2380
454;0,2508;0,2508;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6090;0,8700;0,0000;0,4930
455;0,2867;0,2867;0,0000;0,4170;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2240;0,8840;0,0000;0,2590
456;0,0150;0,0150;0,0000;0,4170;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,1010;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,0790
457;0,3627;0,3627;0,0000;0,4170;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,2830
458;0,0150;0,0150;0,0000;0,4170;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,2380;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0330;0,8840;0,0000;0,1640
459;0,0024;0,0024;0,0000;0,5380;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0320;0,8840;0,0000;0,1310
460;0,1922;0,1922;0,0000;0,2740;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0940;0,8840;0,0000;0,2710
461;0,0430;0,0430;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1480
462;0,0085;0,0085;0,0000;0,5380;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,0000
463;0,0818;0,0818;0,0000;0,5320;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1820
464;0,0093;0,0093;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,8840;0,0000;0,3220
465;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7500;0,8840;0,0000;0,5420
466;0,0835;0,0835;0,0000;0,5260;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6580;0,8840;0,0000;0,4400
467;0,1244;0,1244;0,0000;0,5260;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3530;0,8840;0,0000;0,3930
468;0,0025;0,0025;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3750;0,8840;0,0000;0,4910
469;0,0965;0,0965;0,0000;0,0080;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5450;0,8840;0,0000;0,5150
470;0,3128;0,3128;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0320;0,8840;0,0000;0,3360
471;0,1030;0,1030;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,2730
472;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6090;0,8840;0,0000;0,7100
473;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8200
474;0,0028;0,0028;0,0000;0,0270;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2190;0,8840;0,0000;0,4290
475;0,1140;0,1140;0,0000;0,0180;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7460
476;0,0679;0,0679;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2240;0,8840;0,0000;0,3400
477;0,0543;0,0543;0,0000;0,0100;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;0,9630;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0320;0,8840;0,0000;0,3800
478;0,1849;0,1849;0,0000;0,0130;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7010
479;0,3465;0,3465;0,0000;0,5070;0,6000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7600
480;0,1409;0,1409;0,0000;1,0000;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8730
481;0,0432;0,0432;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9540
482;0,1663;0,1663;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9620;0,8840;0,0000;0,7610
483;0,0000;0,0000;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9430
484;0,1406;0,1406;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8770
485;0,3095;0,3095;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9400
486;0,0592;0,0592;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9510
487;0,0169;0,0169;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8080
488;0,2259;0,2259;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6560;0,8840;0,0000;0,5510
489;0,1046;0,1046;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7640
490;0,1449;0,1449;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1280;0,8840;0,0000;0,3230
491;0,0589;0,0589;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,8840;0,0000;0,2800
492;0,0000;0,0000;0,0000;0,0250;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3440;0,8840;0,0000;0,5470
493;0,0152;0,0152;0,0000;0,2090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6870;0,8890;0,0000;0,6250
494;0,1057;0,1057;0,0000;0,2090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,7900
495;0,0713;0,0713;0,0000;0,0230;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7530
496;0,1123;0,1123;0,0000;0,2090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7810;0,9160;0,0000;0,3920
497;0,5554;0,5554;0,0000;0,2090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9060;0,9160;0,0000;0,6260
498;0,0941;0,0941;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,5690
499;0,1904;0,1904;0,0000;0,2090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,7250
500;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,7420
501;0,0000;0,0000;0,0429;0,1330;0,2000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7370;0,6840;0,0000;0,5220
502;0,0000;0,0000;0,0000;0,1600;0,4000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,6840;0,0000;0,9340
503;0,0000;0,0000;0,0000;0,2660;0,2000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,6840;0,0000;0,9400
504;0,0000;0,0000;0,0429;0,1070;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2190;0,6840;0,0000;0,3300
505;0,0023;0,0023;0,0000;0,2400;0,2000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7810;0,6840;0,0000;0,6910
506;0,0023;0,0023;0,0000;0,3730;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,6840;0,0000;0,8650
507;0,0303;0,0303;0,0000;0,2600;0,2000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,6840;0,0000;0,8950
508;0,1025;0,1025;0,0000;0,1460;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4060;0,7060;0,0000;0,5180
509;0,0310;0,0310;0,0000;0,3730;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,5670;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9620;0,6770;0,0000;0,6290
510;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;0,3110;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5350;0,6750;0,0000;0,4500
511;0,0496;0,0496;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;0,6730;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5130;0,7910;0,0000;0,5080
512;0,0111;0,0111;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,4470;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5310;0,7960;0,0000;0,4150
513;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7970;0,0000;0,3810
514;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1660
515;0,0943;0,0943;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,2560;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,8060;0,0000;0,2390
516;0,0512;0,0512;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,1660;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8170;0,0000;0,2410
517;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1540
518;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1280
519;0,0837;0,0837;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,8440;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,8200;0,0000;0,3540
520;0,1163;0,1163;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,8550;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0960;0,8200;0,0000;0,3770
521;0,0000;0,0000;1,0000;0,0010;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0890;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1490
522;0,0000;0,0000;1,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,2430;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2290
523;0,0430;0,0430;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,8680;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5310;0,8200;0,0000;0,4440
524;0,3236;0,3236;0,0015;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1280;0,8200;0,0000;0,4070
525;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,7300;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,3510
526;0,0136;0,0136;0,0015;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,4130
527;0,0507;0,0507;0,0015;0,0000;0,0000;0,3330;0,4000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1870;0,8200;0,0000;0,3480
528;0,0120;0,0120;0,0000;0,0000;0,0000;0,3330;0,4000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4480;0,8200;0,0000;0,4780
529;0,0000;0,0000;0,0015;0,0000;0,0000;0,3330;0,4000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2100
530;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1940
531;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,3830
532;0,0299;0,0299;0,0000;0,0140;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5620;0,8200;0,0000;0,5310
533;0,0305;0,0305;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7810;0,8200;0,0000;0,6200
534;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5050;0,8200;0,0000;0,4670
535;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,3190
536;0,0019;0,0019;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8200;0,0000;0,8060
537;0,1326;0,1326;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6870;0,8200;0,0000;0,5740
538;0,1225;0,1225;0,0000;0,0360;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8200;0,0000;0,6630
539;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8200;0,0000;0,7560
540;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3680;0,8200;0,0000;0,4360
541;0,1971;0,1971;0,0000;0,0300;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2810;0,8580;0,0000;0,5180
542;0,5204;0,5204;0,0000;0,0380;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7020
543;0,0068;0,0068;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8550;0,0000;0,2840
544;0,0135;0,0135;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8640;0,8840;0,0000;0,6730
545;0,4565;0,4565;0,0000;0,2280;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5310;0,8840;0,0000;0,4950
546;0,1495;0,1495;0,0000;0,5380;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6520
547;0,0369;0,0369;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0120;0,8840;0,0000;0,3720
548;0,0500;0,0500;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8450;0,8840;0,0000;0,4830
549;0,0082;0,0082;0,0000;0,5380;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8750;0,8840;0,0000;0,5730
